Track name,Artist name,Album name,Spotify ID,Spotify URL,Taste Match,Mood,Local Filename
Cinderella (She Said Her Name) [Radio Edit],Bob Sinclar,2018 September,0RE5GndnCpO83GK7SYxF9W,https://open.spotify.com/track/0RE5GndnCpO83GK7SYxF9W,94%,Retro Dance & Pop-Rock,Bob Sinclar - Cinderella (She Said Her Name) [Radio Edit] [www.slider.kz].mp3
Because you loved me,Celine Dion,Root,2c4rr33mgGC4c9cWzqdYxN,https://open.spotify.com/track/2c4rr33mgGC4c9cWzqdYxN,94%,Retro Dance & Pop-Rock,Celine Dion - Because you loved me.mp3
After the Love Has Gone,Damage,2020 July,4g4eWSqKANb546ZN87t8mW,https://open.spotify.com/track/4g4eWSqKANb546ZN87t8mW,94%,Retro Dance & Pop-Rock,Damage - After the Love Has Gone.mp3
Time to Say Goodbye (Instrumental Version),David Abel & Orchestra,2020 July,0GJP1kbCK1aFBsRtp2OquJ,https://open.spotify.com/track/0GJP1kbCK1aFBsRtp2OquJ,94%,Retro Dance & Pop-Rock,David Abel & Orchestra - Time to Say Goodbye (Instrumental Version).mp3
Delusion ft. Monna - Fight For Love,Delusion,2020 April,3lC2gnXn27FLgJgcFYMEAR,https://open.spotify.com/track/3lC2gnXn27FLgJgcFYMEAR,94%,Retro Dance & Pop-Rock,Delusion - Delusion ft. Monna - Fight For Love.mp3
Dancing in the dark,Dev,2017 November,01GiKL2VdUWqk00gbK2Z7i,https://open.spotify.com/track/01GiKL2VdUWqk00gbK2Z7i,94%,Retro Dance & Pop-Rock,Dev - Dancing in the dark.mp3
Walk On By,Dionne Warwick,2020 July,3xsOtNxtBW0oTI1OWKAzTm,https://open.spotify.com/track/3xsOtNxtBW0oTI1OWKAzTm,94%,Retro Dance & Pop-Rock,Dionne Warwick - Walk On By.mp3
Savannah (feat. Philly K) [NCS Release],Diviners,2017 Febuary,63gocOBVVq8hEj0AVMvdeZ,https://open.spotify.com/track/63gocOBVVq8hEj0AVMvdeZ,94%,Retro Dance & Pop-Rock,Diviners - Savannah (feat. Philly K) [NCS Release].mp3
Moskau,Dschinghis Khan,2018 August,5t77UGzgSBRDDnaxJvE9R3,https://open.spotify.com/track/5t77UGzgSBRDDnaxJvE9R3,94%,Retro Dance & Pop-Rock,A - Dschinghis Khan - Moskau.mp3
Flow,Dub FX,2020 April,1hipWHQ2FDMP2rXUMY02FO,https://open.spotify.com/track/1hipWHQ2FDMP2rXUMY02FO,94%,Retro Dance & Pop-Rock,Dub FX - Flow.mp3
Love Someone,Dub FX,2020 April,2gpeZFm3eA3PN1Zui5Hgin,https://open.spotify.com/track/2gpeZFm3eA3PN1Zui5Hgin,94%,Retro Dance & Pop-Rock,Dub FX - Love Someone.mp3
Save Tonight,Eagle-Eye Cherry,2019 April,1UnBgNb8NPtLBB96yarlCV,https://open.spotify.com/track/1UnBgNb8NPtLBB96yarlCV,94%,Retro Dance & Pop-Rock,Eagle-Eye Cherry - Save Tonight [www.slider.kz].mp3
Shape of You,Ed Sheeran,2018 August,7qiZfU4dY1lWllzX7mPBI3,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,94%,Retro Dance & Pop-Rock,Ed Sheeran - Shape of You [www.slider.kz].mp3
Everdream,Epic Soul Factory,2018 September,3j8kt4pX9Cwr5YJNafHR22,https://open.spotify.com/track/3j8kt4pX9Cwr5YJNafHR22,94%,Retro Dance & Pop-Rock,Epic Soul Factory - Everdream [www.sly.kz].mp3
I'm Still Crying,Eternal,2020 July,2PCAd77NIx0C3gmUj48D2P,https://open.spotify.com/track/2PCAd77NIx0C3gmUj48D2P,94%,Retro Dance & Pop-Rock,Eternal - I'm Still Crying.mp3
Circles,Evren Furtuna,2019 April,11xaeGazwUZ4GF5buWhYOd,https://open.spotify.com/track/11xaeGazwUZ4GF5buWhYOd,94%,Retro Dance & Pop-Rock,Evren Furtuna - Circles [www.slider.kz].mp3
I Was There,Faithless,2020 April,5A0XLs6Yh3CCGDqyETgr8C,https://open.spotify.com/track/5A0XLs6Yh3CCGDqyETgr8C,94%,Retro Dance & Pop-Rock,Faithless - I Was There.mp3
Pushing On,Francesco Dinoia,2020 May,3MG0JHlkQbsq4GW332olhK,https://open.spotify.com/track/3MG0JHlkQbsq4GW332olhK,94%,Retro Dance & Pop-Rock,Francesco Dinoia - Pushing On.mp3
The Whistle Song,Frankie Knuckles,2020 June,0DwAc0Z8Td3jv5frUznqu1,https://open.spotify.com/track/0DwAc0Z8Td3jv5frUznqu1,94%,Retro Dance & Pop-Rock,Frankie Knuckles - The Whistle Song.mp3
The Whistle Song (Re-Directed),Frankie Knuckles,2020 June,0DwAc0Z8Td3jv5frUznqu1,https://open.spotify.com/track/0DwAc0Z8Td3jv5frUznqu1,94%,Retro Dance & Pop-Rock,Frankie Knuckles - The Whistle Song (Re-Directed).mp3
Careless Whisper,George Michael,2019 April,5ac3D4hNLW7NFhYFCThXgh,https://open.spotify.com/track/5ac3D4hNLW7NFhYFCThXgh,94%,Retro Dance & Pop-Rock,George Michael - Careless Whisper [www.slider.kz].mp3
I Hate U I Love U,Gnash,2020 April,06SfocHeW2m0LoJw7fLvGu,https://open.spotify.com/track/06SfocHeW2m0LoJw7fLvGu,94%,Retro Dance & Pop-Rock,Gnash - I Hate U I Love U.mp3
Love Hurts,Gram Parsons,2020 July,3cTwv4Z5lXX8AvzofQ46LR,https://open.spotify.com/track/3cTwv4Z5lXX8AvzofQ46LR,94%,Retro Dance & Pop-Rock,Gram Parsons - Love Hurts.mp3
My Friend,Groove Armada,2020 October,5LRxSyiIRHQD26h1mdM0Ir,https://open.spotify.com/track/5LRxSyiIRHQD26h1mdM0Ir,94%,Retro Dance & Pop-Rock,Groove Armada - My Friend.mp3
500 miles (from Inside Llewyn Davis),Halia Meguid,2017 April,6oMZhY0f1ReI6AJDDYfuSb,https://open.spotify.com/track/6oMZhY0f1ReI6AJDDYfuSb,94%,Retro Dance & Pop-Rock,Halia Meguid  - 500 miles (from Inside Llewyn Davis).mp3
Because I Love You (The Postman Song),Hit Crew Masters,2017 April,06VZvIMIAxtBcP2incU67v,https://open.spotify.com/track/06VZvIMIAxtBcP2incU67v,94%,Retro Dance & Pop-Rock,Hit Crew Masters - Because I Love You (The Postman Song).mp3
I'm Lonely,Hollis P. Monroe,2020 May,6rpayK1hzzw5jbQGt5cVG0,https://open.spotify.com/track/6rpayK1hzzw5jbQGt5cVG0,94%,Retro Dance & Pop-Rock,Hollis P. Monroe - I'm Lonely.mp3
Like You,Hot Since 82,2020 June,4Jez17mG05paOW8JcZTygK,https://open.spotify.com/track/4Jez17mG05paOW8JcZTygK,94%,Retro Dance & Pop-Rock,Hot Since 82 - Like You.mp3
Yalla,INNA,2016 December,1Pe6N8JzZbdhM7eqopif3u,https://open.spotify.com/track/1Pe6N8JzZbdhM7eqopif3u,94%,Retro Dance & Pop-Rock,INNA - Yalla.mp3
Afterglow,INXS,2020 July,28ifPHns96vaSFxC47C57t,https://open.spotify.com/track/28ifPHns96vaSFxC47C57t,94%,Retro Dance & Pop-Rock,INXS - Afterglow.mp3
Reunite (Niklas Thal Edit),Isbells,2017 March,3stIYspWCgBe0JxbQvkKsv,https://open.spotify.com/track/3stIYspWCgBe0JxbQvkKsv,94%,Retro Dance & Pop-Rock,Isbells - Reunite (Niklas Thal Edit).mp3
Hymn,Jhonny,2017 May,6PKlg0o353xc1WDjX4LHdP,https://open.spotify.com/track/6PKlg0o353xc1WDjX4LHdP,94%,Retro Dance & Pop-Rock,Jhonny - Hymn.mp3
Ain't Nobody Gonna Take That From Me,Joe Nichols,2018 September,3uDFn1dqJHvq8TkQMJgNWB,https://open.spotify.com/track/3uDFn1dqJHvq8TkQMJgNWB,94%,Retro Dance & Pop-Rock,Joe Nichols - Ain't Nobody Gonna Take That From Me [www.slider.kz].mp3
I don't trust myself ( Dotan Cover ) [Oliver Flohr Edit],John Mayer,2017 March,12wg5BSwRKCTY6iPfGFx9r,https://open.spotify.com/track/12wg5BSwRKCTY6iPfGFx9r,94%,Retro Dance & Pop-Rock,John Mayer  - I don't trust myself ( Dotan Cover ) [Oliver Flohr Edit].mp3
Love Me Again,John Newman,2018 June,5TbzAWWc5eJaANpA9kfGCd,https://open.spotify.com/track/5TbzAWWc5eJaANpA9kfGCd,94%,Retro Dance & Pop-Rock,John Newman - Love Me Again.mp3
Further on up the road,Johnny Cash,2018 June,7wnWqdOIM00a2OGkV22KVf,https://open.spotify.com/track/7wnWqdOIM00a2OGkV22KVf,94%,Retro Dance & Pop-Rock,Johnny Cash - Further on up the road.mp3
Leave [Get Out],Jojo,2018 September,1KvoW6HPuW7Mu9i55XaibE,https://open.spotify.com/track/1KvoW6HPuW7Mu9i55XaibE,94%,Retro Dance & Pop-Rock,Jojo - Leave [Get Out].mp3
"Too Little, Too Late",Jojo,2018 September,2H5YDS0csmS7gEuruC6LQt,https://open.spotify.com/track/2H5YDS0csmS7gEuruC6LQt,94%,Retro Dance & Pop-Rock,"Jojo - Too Little, Too Late.mp3"
Love On A Real Train,"Judah, Fatum",2018 November,0fFIg6EppP01yQ2pOMzSkS,https://open.spotify.com/track/0fFIg6EppP01yQ2pOMzSkS,94%,Retro Dance & Pop-Rock,"Judah, Fatum - Love On A Real Train [www.slider.kz].mp3"
Teri Deewani,Kailash,2016 June,2iNqdCchlUZEgjJbQyZf8T,https://open.spotify.com/track/2iNqdCchlUZEgjJbQyZf8T,94%,Retro Dance & Pop-Rock,Kailash - Teri Deewani.mp3
Suno To Diwana Dil,Kamaal Khan,2020 October,0dy1K248fA7trNCGJfjKmV,https://open.spotify.com/track/0dy1K248fA7trNCGJfjKmV,94%,Retro Dance & Pop-Rock,Kamaal Khan - Suno To Diwana Dil.mp3
Lambada,Kaoma,2019 April,6xepovPqjvrkEw9Y5AMmTm,https://open.spotify.com/track/6xepovPqjvrkEw9Y5AMmTm,94%,Retro Dance & Pop-Rock,Kaoma - Lambada [www.slider.kz].mp3
Rattlin' Bones,Kasey Chambers & Shane Nicholson,2017 April,7M6oKJS7dCDQYgaViybJh9,https://open.spotify.com/track/7M6oKJS7dCDQYgaViybJh9,94%,Retro Dance & Pop-Rock,Kasey Chambers & Shane Nicholson - Rattlin' Bones.mp3
Walk Away,Kelly Clarkson,2018 September,25sA1vM4BFkTb5cJGWftFo,https://open.spotify.com/track/25sA1vM4BFkTb5cJGWftFo,94%,Retro Dance & Pop-Rock,Kelly Clarkson - Walk Away.mp3
Tears Won't Wash Away These Heartaches,Ken Dodd,2020 July,3pOsAJxZpZEubKXxH06HXT,https://open.spotify.com/track/3pOsAJxZpZEubKXxH06HXT,94%,Retro Dance & Pop-Rock,Ken Dodd - Tears Won't Wash Away These Heartaches.mp3
Evolution,KoЯn,2020 May,4PaPZk1Ozg0TfDTBnbXX38,https://open.spotify.com/track/4PaPZk1Ozg0TfDTBnbXX38,94%,Retro Dance & Pop-Rock,KoЯn - Evolution.mp3
Feel Your Love,KRYGA,2018 August,0HRTzguByF80nRKS6G3IMH,https://open.spotify.com/track/0HRTzguByF80nRKS6G3IMH,94%,Retro Dance & Pop-Rock,KRYGA - Feel Your Love [www.slider.kz].mp3
Raindrops,Levi & Harry D,2019 July,77zLPrUmenlgzMQENMfDMh,https://open.spotify.com/track/77zLPrUmenlgzMQENMfDMh,94%,Retro Dance & Pop-Rock,Levi & Harry D - Raindrops [www.slider.kz].mp3
Stay with Me,Lorraine Ellison,2020 July,3DIxoxoeNJvKTZpVGBAMQf,https://open.spotify.com/track/3DIxoxoeNJvKTZpVGBAMQf,94%,Retro Dance & Pop-Rock,Lorraine Ellison - Stay with Me.mp3
Are You With Me (Radio Edit),Lost,2016 June,4255amV4enzl28KAn16rUO,https://open.spotify.com/track/4255amV4enzl28KAn16rUO,94%,Retro Dance & Pop-Rock,Lost - Are You With Me (Radio Edit).mp3
Dooriyan,Love Aaj Kal,2018 August,4Nu6be6Wgvqq60hFoRMqsc,https://open.spotify.com/track/4Nu6be6Wgvqq60hFoRMqsc,94%,Retro Dance & Pop-Rock,Love Aaj Kal - Dooriyan [www.slider.kz].mp3
Sad Eyes,Maria Muldaur,2020 July,7LrwM44MZEx5PvzOP0awlg,https://open.spotify.com/track/7LrwM44MZEx5PvzOP0awlg,94%,Retro Dance & Pop-Rock,Maria Muldaur - Sad Eyes.mp3
Uptown Funk,Mark Ronson feat. Bruno Mars,2018 August,32OlwWuMpZ6b0aN2RZOeMS,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,94%,Retro Dance & Pop-Rock,Mark Ronson feat. Bruno Mars - Uptown Funk [www.slider.kz].mp3
Unwell,matchbox twenty,2020 July,3P0DZ53GdMzwP3brAHaMkU,https://open.spotify.com/track/3P0DZ53GdMzwP3brAHaMkU,94%,Retro Dance & Pop-Rock,matchbox twenty - Unwell.mp3
Fill Your Life,Mauro Valdemi,2017 March,1tTg2IHnbisvMLYM3WTK1t,https://open.spotify.com/track/1tTg2IHnbisvMLYM3WTK1t,94%,Retro Dance & Pop-Rock,Mauro Valdemi - Fill Your Life.mp3
Conmigo,Max Oazo,2020 April,7vdihCV62kwUQq56ogHK1Q,https://open.spotify.com/track/7vdihCV62kwUQq56ogHK1Q,94%,Retro Dance & Pop-Rock,Max Oazo - Conmigo.mp3
Take Me Away (Original Edit),"Meines, Lenny",2019 July,3lAI9CDyznkAxU1dSK7iTw,https://open.spotify.com/track/3lAI9CDyznkAxU1dSK7iTw,94%,Retro Dance & Pop-Rock,"Meines, Lenny - Take Me Away (Original Edit) [www.slider.kz].mp3"
Driftwood Seat (Markus Toepfer Edit),Mighty Oaks,2017 March,4P2M9cWgs2k5Jn2fP6e1V7,https://open.spotify.com/track/4P2M9cWgs2k5Jn2fP6e1V7,94%,Retro Dance & Pop-Rock,Mighty Oaks - Driftwood Seat (Markus Toepfer Edit).mp3
Her Shining Eyes,Mindset,2018 December,4bH4oaJ2q8q7Tb89jhjtK8,https://open.spotify.com/track/4bH4oaJ2q8q7Tb89jhjtK8,94%,Retro Dance & Pop-Rock,Mindset - Her Shining Eyes [www.slider.kz].mp3
Life of Sin Pt. 5,MitiS,2017 May,7tN7yfTYNScQFXeRx212yK,https://open.spotify.com/track/7tN7yfTYNScQFXeRx212yK,94%,Retro Dance & Pop-Rock,MitiS - Life of Sin Pt. 5.mp3
Chillin,Modjo,2020 April,3Nxw6eeFpBwUbxVuSY6NC0,https://open.spotify.com/track/3Nxw6eeFpBwUbxVuSY6NC0,94%,Retro Dance & Pop-Rock,Modjo - Chillin'.mp3
Why Am I Crying,Molly Sandén,2020 July,0hNu9mP4Fp5hqiitdrzDKo,https://open.spotify.com/track/0hNu9mP4Fp5hqiitdrzDKo,94%,Retro Dance & Pop-Rock,Molly Sandén - Why Am I Crying.mp3
Do It All Again,Mr. Probz,2017 April,30BmXzCbYI1BXAEW0ybelV,https://open.spotify.com/track/30BmXzCbYI1BXAEW0ybelV,94%,Retro Dance & Pop-Rock,Mr. Probz - Do It All Again.mp3
These Words,Natasha Bedingfield,2017 April,7leW1Dmvs9A4oDh9i5Qwpz,https://open.spotify.com/track/7leW1Dmvs9A4oDh9i5Qwpz,94%,Retro Dance & Pop-Rock,Natasha Bedingfield - These Words.mp3
Gravity (ft. Marie Beeckman),Nicolas Haelg,2017 March,0dfyqostAKpoocV5er24Y6,https://open.spotify.com/track/0dfyqostAKpoocV5er24Y6,94%,Retro Dance & Pop-Rock,Nicolas Haelg - Gravity (ft. Marie Beeckman).mp3
Push The Feeling On (Mk Dub Revisited Edit),Nightcrawlers,2020 July,1EWsVHU4FNAdtN4R8FETag,https://open.spotify.com/track/1EWsVHU4FNAdtN4R8FETag,94%,Retro Dance & Pop-Rock,Nightcrawlers - Push The Feeling On (Mk Dub Revisited Edit).mp3
Bring Me Home,Oliver Koletzki,2018 December,2ubcWBXdlKChdJYZBmJ7Vw,https://open.spotify.com/track/2ubcWBXdlKChdJYZBmJ7Vw,94%,Retro Dance & Pop-Rock,Oliver Koletzki - Bring Me Home [www.slider.kz].mp3
Rich Love,OneRepublic,2020 April,7dOeiXeTSfA1ixaYmQcWu7,https://open.spotify.com/track/7dOeiXeTSfA1ixaYmQcWu7,94%,Retro Dance & Pop-Rock,OneRepublic - Rich Love.mp3
Canon In D (Piano and Violin Duet),Pachelbel's Canon In D Major,2020 April,1c3GkbZBnyrQ1cm4TGHFrK,https://open.spotify.com/track/1c3GkbZBnyrQ1cm4TGHFrK,94%,Retro Dance & Pop-Rock,Pachelbel's Canon In D Major - Canon In D (Piano and Violin Duet).mp3
Song for Sienna (Piano and Cello Duet),Pachelbel's Canon In D Major,2020 April,5Slzwrokrrh2TgyfzE9Vfi,https://open.spotify.com/track/5Slzwrokrrh2TgyfzE9Vfi,94%,Retro Dance & Pop-Rock,Pachelbel's Canon In D Major - Song for Sienna (Piano and Cello Duet).mp3
Crying In the Rain,Peter And Gordon,2020 July,6Vc4ALuxIAZWjtlEqhSd0a,https://open.spotify.com/track/6Vc4ALuxIAZWjtlEqhSd0a,94%,Retro Dance & Pop-Rock,Peter And Gordon - Crying In the Rain.mp3
One Day I'll Fly Away,Randy Crawford,2020 July,0J8A1ZVyJcRZxFNvtp6jRh,https://open.spotify.com/track/0J8A1ZVyJcRZxFNvtp6jRh,94%,Retro Dance & Pop-Rock,Randy Crawford - One Day I'll Fly Away.mp3
Livin' la Vida Loca,Ricky Martin,2019 April,0Ph6L4l8dYUuXFmb71Ajnd,https://open.spotify.com/track/0Ph6L4l8dYUuXFmb71Ajnd,94%,Retro Dance & Pop-Rock,Ricky Martin - Livin' la Vida Loca [www.slider.kz].mp3
María,Ricky Martin,2019 April,4bNqBlJkoueiFla9YsyNg9,https://open.spotify.com/track/4bNqBlJkoueiFla9YsyNg9,94%,Retro Dance & Pop-Rock,Ricky Martin - María [www.slider.kz].mp3
Disturbia,Rihanna,2018 August,2VOomzT6VavJOGBeySqaMc,https://open.spotify.com/track/2VOomzT6VavJOGBeySqaMc,94%,Retro Dance & Pop-Rock,Rihanna - Disturbia.mp3
sos,rihanna,2016 June,30cSNer6TV8x2utjULVeQ5,https://open.spotify.com/track/30cSNer6TV8x2utjULVeQ5,94%,Retro Dance & Pop-Rock,rihanna-sos[mp3freex].mp3
I Want to Thank You,Robin S,2020 June,3mOCAHNmIp2kGP7QdnJFup,https://open.spotify.com/track/3mOCAHNmIp2kGP7QdnJFup,94%,Retro Dance & Pop-Rock,Robin S - I Want to Thank You.mp3
Love Don't Live Here Anymore,Rose Royce,2020 July,0BFE1yb6HN2lZ0VoGXnYLl,https://open.spotify.com/track/0BFE1yb6HN2lZ0VoGXnYLl,94%,Retro Dance & Pop-Rock,Rose Royce - Love Don't Live Here Anymore.mp3
The Look,Roxette,2019 April,1Pf6bdSTw4EpyDY9H5I2Eg,https://open.spotify.com/track/1Pf6bdSTw4EpyDY9H5I2Eg,94%,Retro Dance & Pop-Rock,Roxette - The Look [www.slider.kz].mp3
Smooth,Santana feat. Rob Thomas,2019 April,2pX4FpOgwItRVPPUFdRcxA,https://open.spotify.com/track/2pX4FpOgwItRVPPUFdRcxA,94%,Retro Dance & Pop-Rock,Santana feat. Rob Thomas - Smooth [www.slider.kz].mp3
Breathe,SeeB,2020 April,0CvTKt7jr68v4YEg9oATjX,https://open.spotify.com/track/0CvTKt7jr68v4YEg9oATjX,94%,Retro Dance & Pop-Rock,SeeB - Breathe.mp3
"Whenever, Wherever",Shakira,2019 April,2lnzGkdtDj5mtlcOW2yRtG,https://open.spotify.com/track/2lnzGkdtDj5mtlcOW2yRtG,94%,Retro Dance & Pop-Rock,"Shakira - Whenever, Wherever [www.slider.kz].mp3"
Ev'ry Time We Say Goodbye,Shirley Bassey,2020 July,6bRW2pcapPwvZmZOFeYX5m,https://open.spotify.com/track/6bRW2pcapPwvZmZOFeYX5m,94%,Retro Dance & Pop-Rock,Shirley Bassey - Ev'ry Time We Say Goodbye.mp3
Dil La Ley,Shweta Shetty,2020 October,2mND0PX2tmQEylwfZDTF2F,https://open.spotify.com/track/2mND0PX2tmQEylwfZDTF2F,94%,Retro Dance & Pop-Rock,Shweta Shetty - Dil La Ley.mp3
cheap thrills ft. sean paul,sia,2018 June,6b3b7lILUJqXcp6w9wNQSm,https://open.spotify.com/track/6b3b7lILUJqXcp6w9wNQSm,94%,Retro Dance & Pop-Rock,sia - cheap thrills ft. sean paul.mp3
Never Give Up,Sia,2016 December,1ssmjAYSU5PbmsjLq5yrNH,https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH,94%,Retro Dance & Pop-Rock,Sia - Never Give Up.mp3
Everchanging Times (From _Baby Boom_),Siedah Garrett,2020 July,2bePeU6mGQy4s5kaRt1Eov,https://open.spotify.com/track/2bePeU6mGQy4s5kaRt1Eov,94%,Retro Dance & Pop-Rock,Siedah Garrett - Everchanging Times (From _Baby Boom_).mp3
Love The Way You Move,Slightly Left of Centre,2020 May,1xjWiOCXBADVo6NUfbPgGR,https://open.spotify.com/track/1xjWiOCXBADVo6NUfbPgGR,94%,Retro Dance & Pop-Rock,Slightly Left of Centre - Love The Way You Move.mp3
All Star,Smash Mouth,2019 April,3cfOd4CMv2snFaKAnMdnvK,https://open.spotify.com/track/3cfOd4CMv2snFaKAnMdnvK,94%,Retro Dance & Pop-Rock,Smash Mouth - All Star [www.slider.kz].mp3
Music Sounds Better with You,Stardust,2017 November,303ccTay2FiDTZ9fZ2AdBt,https://open.spotify.com/track/303ccTay2FiDTZ9fZ2AdBt,94%,Retro Dance & Pop-Rock,Stardust - Music Sounds Better with You.mp3
Alors On Danse,Stromae,2018 September,2zijZVGwRB9vAP2UkOS9nF,https://open.spotify.com/track/2zijZVGwRB9vAP2UkOS9nF,94%,Retro Dance & Pop-Rock,01. Stromae - Alors On Danse.mp3
Hey Mamma,Sunstroke Project,2017 November,7EfS0QO3m5tZlKZEzcvWaG,https://open.spotify.com/track/7EfS0QO3m5tZlKZEzcvWaG,94%,Retro Dance & Pop-Rock,Sunstroke Project - Hey Mamma.mp3
Sweet Like Candy,"Terry Lex, Sean David",2018 September,2TQC9X8fjMKVqkjxMXOdQX,https://open.spotify.com/track/2TQC9X8fjMKVqkjxMXOdQX,94%,Retro Dance & Pop-Rock,"Terry Lex, Sean David - Sweet Like Candy [www.slider.kz].mp3"
Back & Forth,The Aston Shuffle feat. Elizabeth Rose,2018 September,6Qs59N0gv9DDwqDMjtSQLq,https://open.spotify.com/track/6Qs59N0gv9DDwqDMjtSQLq,94%,Retro Dance & Pop-Rock,The Aston Shuffle feat. Elizabeth Rose - Back & Forth [www.slider.kz].mp3
Goodbye My Lover Goodbye,The Jimmy Castor Bunch,2020 July,6swJqx96cWSJ7D8LhRBvtu,https://open.spotify.com/track/6swJqx96cWSJ7D8LhRBvtu,94%,Retro Dance & Pop-Rock,The Jimmy Castor Bunch - Goodbye My Lover Goodbye.mp3
The Wolven Storm (ENG),The Witcher,2019 January,3AAjrih6L1KkXNmMR9w8hf,https://open.spotify.com/track/3AAjrih6L1KkXNmMR9w8hf,94%,Retro Dance & Pop-Rock,The Witcher - The Wolven Storm (ENG) [www.slider.kz].mp3
Morning After Dark (Featuring Nelly Furtado & SoShy),Timbaland,2018 August,6mmtxbG5pzkrJ0BrSdg9uW,https://open.spotify.com/track/6mmtxbG5pzkrJ0BrSdg9uW,94%,Retro Dance & Pop-Rock,Timbaland - Morning After Dark (Featuring Nelly Furtado & SoShy) [www.slider.kz].mp3
Time (From _Inception_),Tina Guo,2020 June,0S5aqKj50T09c3zgW8QJer,https://open.spotify.com/track/0S5aqKj50T09c3zgW8QJer,94%,Retro Dance & Pop-Rock,Tina Guo - Time (From _Inception_).mp3
Tarzan & Jane,Toy-Box,2019 April,2R3gfyDoBo0uXZSwTiKysZ,https://open.spotify.com/track/2R3gfyDoBo0uXZSwTiKysZ,94%,Retro Dance & Pop-Rock,Toy-Box - Tarzan & Jane [www.slider.kz].mp3
Tara,Vanotek feat. Eneli,2018 August,6iT9eBCKqdGn9oVVfy1Icj,https://open.spotify.com/track/6iT9eBCKqdGn9oVVfy1Icj,94%,Retro Dance & Pop-Rock,Vanotek feat. Eneli - Tara [www.slider.kz].mp3
alanis-morissette-crazy,Various Artists,2016 June,7bYNwDlRsuMnELAat8w612,https://open.spotify.com/track/7bYNwDlRsuMnELAat8w612,94%,Retro Dance & Pop-Rock,alanis-morissette-crazy[mp3freex].mp3
atif-aslam-tere-bin-tere-bin-main-yun-kaise-jiya-kaise-jiya-tere-bin,Various Artists,2016 June,3DpedytYku64Hjf51064vO,https://open.spotify.com/track/3DpedytYku64Hjf51064vO,94%,Retro Dance & Pop-Rock,atif-aslam-tere-bin-tere-bin-main-yun-kaise-jiya-kaise-jiya-tere-bin[mp3freex].mp3
