Track name,Artist name,Album name,Spotify ID,Spotify URL,Taste Match,Mood,Local Filename
Bulla Ki Jaana Maen Kaun,Rabbi Shergill,Desi,,,89%,Desi Soul & Sufi,Rabbi Shergill - Bulla Ki Jaana Maen Kaun.mp3
Main Jahaan Rahoon,Rahat Fateh Ali Khan & Krishna,Desi,,,89%,Desi Soul & Sufi,Rahat Fateh Ali Khan & Krishna - Main Jahaan Rahoon.mp3
Barso Re Megha (Guru),Rain Song,Desi,,,89%,Desi Soul & Sufi,Rain Song - Barso Re Megha (Guru).mp3
Vicky Donor - Full Song .mp4_2,Rum whisky,Desi,,,89%,Desi Soul & Sufi,Rum whisky - Vicky Donor - Full Song HD.mp4_2.mp3
Junoon,Sayoni,Root,,,89%,Desi Soul & Sufi,Sayoni - Junoon.mp3
Dane Pe Dana,SHAHZIYA KHUSHK(AQEEL_ADNAN),Desi,,,89%,Desi Soul & Sufi,Dane Pe Dana by SHAHZIYA KHUSHK(AQEEL_ADNAN).mp3
Remix NFAK ft.A1melody,Sochta Hu,2017 December,,,89%,Desi Soul & Sufi,Sochta Hu-Remix NFAK ft.A1melody.mp3
Teri Meri (harika hint _ark_s_),Sonali Vajpayee _ Ceshire Cat,Desi,,,89%,Desi Soul & Sufi,Sonali Vajpayee _ Ceshire Cat - Teri Meri (harika hint _ark_s_).mp3
Tu,Sonu Nigam,2020 October,,,89%,Desi Soul & Sufi,Sonu Nigam - Tu.mp3
Take Me Away (Deadmau5 remix),Strings,Root,,,89%,Desi Soul & Sufi,4 Strings - Take Me Away (Deadmau5 remix).mp3
Lucky Oye movie song download,Superchor Oye Lucky,Desi,,,89%,Desi Soul & Sufi,Superchor Oye Lucky-Lucky Oye movie song download.mp3
Kumar Sanu - Criminal,Tu Mile Dil Khile,Desi,,,89%,Desi Soul & Sufi,Tu Mile Dil Khile - Kumar Sanu - Criminal.mp3
Cocktail,Tumhi Ho Bandhu (Full Song),Desi,,,89%,Desi Soul & Sufi,Tumhi Ho Bandhu (Full Official Song) - Cocktail.mp3
Aas Paas Khuda (Anjaana Anjaani 2010),Various Artists,Desi,,,89%,Desi Soul & Sufi,Aas Paas Khuda (Anjaana Anjaani 2010).mp3
Afreen Afreen,Various Artists,Desi,,,89%,Desi Soul & Sufi,Afreen Afreen.mp3
Ali Haidar Zalim Nazro Se,Various Artists,Desi,,,89%,Desi Soul & Sufi,Ali Haidar Zalim Nazro Se.mp3
Allah Ke Bande hasde,Various Artists,Desi,,,89%,Desi Soul & Sufi,Allah Ke Bande  hasde.mp3
ar rahman Kabhi Kabhi Aditi Zindagi,Various Artists,Desi,,,89%,Desi Soul & Sufi,ar rahman Kabhi Kabhi Aditi Zindagi.mp3
Babuji Zara Dheere Chalo,Various Artists,Desi,,,89%,Desi Soul & Sufi,Babuji Zara Dheere Chalo.mp3
Balam Pichkari (Yeh Jawaani Hai Deewani 2013),Various Artists,Desi,,,89%,Desi Soul & Sufi,Balam Pichkari (Yeh Jawaani Hai Deewani 2013).MP3
Boohey Barian Hadiqa Kiani,Various Artists,Desi,,,89%,Desi Soul & Sufi,Boohey Barian Hadiqa Kiani.mp3
Bure Bure Boro Boro,Various Artists,Desi,,,89%,Desi Soul & Sufi,Bure Bure Boro Boro.mp3
Chaand sa Mukhda Hollywood Version,Various Artists,Desi,,,89%,Desi Soul & Sufi,Chaand sa Mukhda Hollywood Version.mp3
Deewana Tera Full Song (Audio) _ Sonu Nigam Super Hit Album Song,Various Artists,Desi,,,89%,Desi Soul & Sufi,Deewana Tera Full Song (Audio) _ Sonu Nigam Super Hit Album Song.mp3
Dil Kya Kare Jab Kisi se (Remix)1,Various Artists,Desi,,,89%,Desi Soul & Sufi,Dil Kya Kare Jab Kisi se (Remix)1.mp3
Dil Nai Lagda,Various Artists,Desi,,,89%,Desi Soul & Sufi,Dil Nai Lagda.mp3
Dil Ruba,Various Artists,Desi,,,89%,Desi Soul & Sufi,Dil Ruba.mp3
Dil Sambhal Ja Zara Phir Mohabbat Karne Chala,Various Artists,Desi,,,89%,Desi Soul & Sufi,Dil Sambhal Ja Zara Phir Mohabbat Karne Chala.mp3
Dil Se Re,Various Artists,Desi,,,89%,Desi Soul & Sufi,Dil Se Re.mp3
"DIL SE-Chaiya Chaiya A.R Rahman, Shahrukh khan, Malaika arora khan-..mp4",Various Artists,Desi,,,89%,Desi Soul & Sufi,"DIL SE-Chaiya Chaiya A.R Rahman, Shahrukh khan, Malaika arora khan-HD..mp4.mp3"
DUNIYA,Various Artists,Desi,,,89%,Desi Soul & Sufi,DUNIYA.mp3
ek baar kaho tum meri ho (Cancaerian),Various Artists,Desi,,,89%,Desi Soul & Sufi,ek baar kaho tum meri ho (Cancaerian).mp3
Ghum Rahim Shah ( High Qulity ),Various Artists,Desi,,,89%,Desi Soul & Sufi,Ghum  Rahim Shah ( High Qulity ).mp3
Jaane kisne,Various Artists,Desi,,,89%,Desi Soul & Sufi,Jaane kisne.mp3
Junaid Jamshed Vital Signs tera karam maula,Various Artists,Desi,,,89%,Desi Soul & Sufi,Junaid Jamshed Vital Signs tera karam maula.mp3
Le Jaunga,Various Artists,Desi,,,89%,Desi Soul & Sufi,Le Jaunga.mp3
LIKHE JO KHAT TUJHE M. RAFI,Various Artists,Desi,,,89%,Desi Soul & Sufi,LIKHE JO KHAT TUJHE M. RAFI.mp3
Main Rang Sharbaton Ka (Phata Poster Nikla Hero 2013),Various Artists,Desi,,,89%,Desi Soul & Sufi,Main Rang Sharbaton Ka (Phata Poster Nikla Hero 2013).MP3
man dolay,Various Artists,Desi,,,89%,Desi Soul & Sufi,man dolay.mp3
mujhe tum se,Various Artists,Desi,,,89%,Desi Soul & Sufi,mujhe tum se.mp3
neele neele ambar,Various Artists,Desi,,,89%,Desi Soul & Sufi,neele neele ambar.mp3
Pani Da Rang (Vicky Donor 2012),Various Artists,Desi,,,89%,Desi Soul & Sufi,Pani Da Rang (Vicky Donor 2012).MP3
Pani_Da_Rang_(Female),Various Artists,Desi,,,89%,Desi Soul & Sufi,Pani_Da_Rang_(Female)_(www.Audio.PK).mp3
Party All Night (Boss 2013),Various Artists,Desi,,,89%,Desi Soul & Sufi,Party All Night (Boss 2013).MP3
Piya Re,Various Artists,Desi,,,89%,Desi Soul & Sufi,Piya Re.mp3
punjabi mc jogi,Various Artists,Desi,,,89%,Desi Soul & Sufi,punjabi mc jogi.mp3
Right Here Right Now,Various Artists,Desi,,,89%,Desi Soul & Sufi,Right Here Right Now.mp3
Saanu Ik Pal Chain Na Aave,Various Artists,Desi,,,89%,Desi Soul & Sufi,Saanu Ik Pal Chain Na Aave.mp3
Salli Tu Maani Nahi SHEHZAD ROY Pakistani Pop Music Singer Artist Song flv,Various Artists,Desi,,,89%,Desi Soul & Sufi,Salli Tu Maani Nahi SHEHZAD ROY Pakistani Pop Music Singer Artist Song flv.mp3
SAQI SAQI (Rameez),Various Artists,Desi,,,89%,Desi Soul & Sufi,SAQI SAQI (Rameez).mp3
Subah Hone Na De Full Song _ Desi Boyz _ Akshay Kumar _ John Abraham,Various Artists,Desi,,,89%,Desi Soul & Sufi,Subah Hone Na De Full Song _ Desi Boyz _ Akshay Kumar _ John Abraham.mp3
Suno Aisha,Various Artists,Desi,,,89%,Desi Soul & Sufi,Suno Aisha.mp3
TERA MERA PYAR,Various Artists,Desi,,,89%,Desi Soul & Sufi,TERA MERA PYAR.mp3
Tere Bin Nahi Lagda,Various Artists,Desi,,,89%,Desi Soul & Sufi,Tere Bin Nahi Lagda.mp3
Teri Deewani,Various Artists,Desi,,,89%,Desi Soul & Sufi,Teri Deewani.mp3
Teri To Teri Ta,Various Artists,Desi,,,89%,Desi Soul & Sufi,Teri To Teri Ta.mp3
Tu Hi Haqeeqat,Various Artists,Desi,,,89%,Desi Soul & Sufi,Tu Hi Haqeeqat.mp3
Tujhe Bhula Diya (Anjaana Anjaani 2010),Various Artists,Desi,,,89%,Desi Soul & Sufi,Tujhe Bhula Diya (Anjaana Anjaani 2010).MP3
Tum Hi Ho (Aashiqui 2 2013),Various Artists,Desi,,,89%,Desi Soul & Sufi,Tum Hi Ho (Aashiqui 2 2013).MP3
Tum Se Hi,Various Artists,Desi,,,89%,Desi Soul & Sufi,Tum Se Hi.mp3
Why This Kolaveri Di Full Song Promo Video in,Various Artists,Desi,,,89%,Desi Soul & Sufi,Why This Kolaveri Di   Full Song Promo Video in HD.mp3
Yuhi chala chal rahi,Various Artists,Desi,,,89%,Desi Soul & Sufi,Yuhi chala chal rahi.mp3
Zara Sa Dil Mein De (Jannat 2008),Various Artists,Desi,,,89%,Desi Soul & Sufi,Zara Sa Dil Mein De (Jannat 2008).mp3
Zindagi ko Sanwar de Maula (SINDHUDESH CASE),Various Artists,Desi,,,89%,Desi Soul & Sufi,Zindagi ko Sanwar de Maula (SINDHUDESH CASE).mp3
Iktara,Wake Up Sid,Desi,,,89%,Desi Soul & Sufi,Wake Up Sid - Iktara.mp3
rhtdm,ZARA ZARA,Desi,,,89%,Desi Soul & Sufi,ZARA ZARA-rhtdm.mp3
